ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount,Action,Import Status,Reason,
002764.300.06,0,NULL,2015-09-24T00:00:00,2016-09-23T00:00:00,0,58598.22, ,Success,Added successfully,
002764.300.06,1,"Mod 1 adds $58,598.22.",10/18/2019,10/18/2019,0,58598.22, ,Success,Added successfully,
002764.300.06,2,"Mod 2 adds $131,386.94.",10/18/2019,10/18/2019,0,131386.94, ,Success,Added successfully,
002764.300.07,0,NULL,2016-05-15T00:00:00,2016-09-30T00:00:00,0,7846.70, ,Success,Added successfully,
002764.300.07,1,Mod 1 changes the COR. No cost administrative change.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.300.08,0,"Corrected award amount to $7,464.42.",2016-07-21T00:00:00,2016-08-31T00:00:00,0,7464.42, ,Success,Added successfully,
002764.300.08,1,"Mod 1 reduces the Contract by -$820.40 to the final Contract amount of $6,644.02.",2016-07-21T00:00:00,2016-12-31T00:00:00,0,-820.40, ,Success,Added successfully,
002764.300.09,0,NULL,2016-09-22T00:00:00,2016-12-31T00:00:00,0,41240.19, ,Success,Added successfully,
002764.300.09,1,NULL,10/18/2019,10/18/2019,0,-23548.51, ,Fail,Duplicate Mod Title,
002764.400.01,0,NULL,2014-07-10T00:00:00,2014-08-31T00:00:00,0,7928.44, ,Success,Added successfully,
002764.400.01,1,Mod 1 is to reduce the costs for this task 400.01to $0.00.  These costs will be added to task 400.02 and billed there.  Task 400.01 will be closed at $0.00.,10/18/2019,10/18/2019,0,-7928.44, ,Success,Added successfully,
002764.400.02,0,NULL,2014-08-25T00:00:00,2014-12-31T00:00:00,0,68559.79, ,Success,Added successfully,
002764.400.02,1,"Mod 1 adds $6,354.97.",10/18/2019,10/18/2019,0,6354.97, ,Success,Added successfully,
002764.400.02,2,"Mod 2 adds $3,760.00 and extends the completion date to 12/31/15.",2014-08-25T00:00:00,2015-12-31T00:00:00,0,3760.00, ,Success,Added successfully,
002764.400.03,0,NULL,2015-07-24T00:00:00,2015-12-31T00:00:00,0,5000.00, ,Success,Added successfully,
002764.400.03,Admin,NULL,10/18/2019,10/18/2019,0,-5000.00, ,Fail,Duplicate Mod Title,
002764.400.04,0,NULL,2015-09-09T00:00:00,2016-09-08T00:00:00,0,220000.00, ,Success,Added successfully,
002764.400.04,1,Mod 1 incorporates a revised weekly clean-up rate.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.400.04,2,"Mod 2 adds $100,000.00 and extends the POP to 12/31/16.",2015-09-09T00:00:00,2016-12-31T00:00:00,0,100000.00, ,Success,Added successfully,
002764.400.04,3,Mod 3 extends the POP to 10/31/17 at no additional cost.,2015-09-09T00:00:00,2017-10-31T00:00:00,0,0, ,Success,Added successfully,
002764.400.04,4,"Mod 4 reduces the Contract by -$14,862.55 to the final Contract amount of $305,137.45.",10/18/2019,10/18/2019,0,-14862.55, ,Success,Added successfully,
002764.400.05,0,NULL,10/18/2019,10/18/2019,0,7064.37, ,Success,Added successfully,
002764.400.05,1,"Mod 1 reduces  the task to closes the task at $5,440.29.",10/18/2019,10/18/2019,0,-1624.08, ,Success,Added successfully,
002764.400.06,0,NULL,2015-09-10T00:00:00,2016-09-01T00:00:00,0,24459.18, ,Success,Added successfully,
002764.400.07,0,NULL,2015-10-29T00:00:00,2015-11-30T00:00:00,0,4405.26, ,Success,Added successfully,
002764.400.08,0,NULL,2016-09-22T00:00:00,2016-12-31T00:00:00,0,56694.70, ,Success,Added successfully,
002764.400.08,1,Mod 1 is a no cost mod to extend the POP to 1/24/2017.,2016-09-22T00:00:00,2017-01-24T00:00:00,0,0, ,Success,Added successfully,
002764.400.08,2,"Mod 2 reduces the Contract by -$47,636.96 to the final Contract amount of $9,057.74.",10/18/2019,10/18/2019,0,-47636.96, ,Success,Added successfully,
002764.400.09,0,NULL,2017-04-24T00:00:00,2017-05-31T00:00:00,0,2500.00, ,Success,Added successfully,
002764.400.10,0,NULL,2017-05-15T00:00:00,2017-06-30T00:00:00,0,5000.00, ,Success,Added successfully,
002764.400.10,1,Mod 1 extends the PoP through 7/30/2018.,2017-05-15T00:00:00,2018-07-30T00:00:00,0,0, ,Success,Added successfully,
002764.400.11,0,NULL,2017-07-19T00:00:00,2017-09-30T00:00:00,0,2500.00, ,Success,Added successfully,
002764.400.12,0,NULL,2017-08-01T00:00:00,2018-07-31T00:00:00,0,19200.00, ,Success,Added successfully,
002764.400.12,1,"Mod 1 adds $6,700.00.",10/18/2019,10/18/2019,0,6700.00, ,Success,Added successfully,
002764.500.01,0,NULL,2015-03-02T00:00:00,2015-03-31T00:00:00,0,13775.97, ,Success,Added successfully,
002764.500.02,0,NULL,2015-04-09T00:00:00,2015-09-30T00:00:00,0,14000.00, ,Success,Added successfully,
002764.500.02,1,"Admin mod, adjusted funded value to match what was billed and paid by client.",10/18/2019,10/18/2019,0,-671.83, ,Success,Added successfully,
002764.500.03,0,NULL,2015-04-15T00:00:00,2015-06-30T00:00:00,0,26879.00, ,Success,Added successfully,
002764.500.04,0,NULL,2015-04-15T00:00:00,2015-05-29T00:00:00,0,70000.00, ,Success,Added successfully,
002764.500.04,1,De-obligated funds to match the amount billed and paid by the client. ,10/18/2019,10/18/2019,0,-6191.61, ,Success,Added successfully,
002764.500.05,0,"Inputs Award of $741,000.00.",2015-05-18T00:00:00,2015-12-31T00:00:00,0,741000.00, ,Success,Added successfully,
002764.500.05,1,"Mod 2 adds $740,722.82.",2015-05-18T00:00:00,2016-03-31T00:00:00,0,740722.82, ,Success,Added successfully,
002764.500.05,3,Mod 3 was issued to close out the project.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.500.06,0,NULL,2015-08-21T00:00:00,2015-10-30T00:00:00,0,192984.11, ,Success,Added successfully,
002764.500.06,Admin,NULL,10/18/2019,10/18/2019,0,-38392.90, ,Fail,Duplicate Mod Title,
002764.500.07,0,NULL,2015-09-22T00:00:00,2016-09-30T00:00:00,0,103981.41, ,Success,Added successfully,
002764.500.07,1,NULL,10/18/2019,10/18/2019,0,30000.00, ,Fail,Duplicate Mod Title,
002764.500.07,2,Mod 2 was issued to close out the project.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.500.08,0,NULL,2015-09-24T00:00:00,2016-09-30T00:00:00,0,39000.00, ,Success,Added successfully,
002764.500.08,1,"Mod 1 was issued to reduce the project by -$14,227.53 from $39,000.00 to the final amount of $24,772.47 and close out the project",10/18/2019,10/18/2019,0,-14227.53, ,Success,Added successfully,
002764.500.09,0,NULL,2015-12-04T00:00:00,2015-12-31T00:00:00,0,7500.00, ,Success,Added successfully,
002764.500.10,0,NULL,2015-12-29T00:00:00,2016-09-30T00:00:00,0,8769.97, ,Success,Added successfully,
002764.500.11,0,NULL,2016-04-07T00:00:00,2016-12-31T00:00:00,0,304383.21, ,Success,Added successfully,
002764.500.11,1,Mod 1 is a no cost administrative mod only.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.500.11,2,Mod 2 extends the POP through 5/31/2017 at no additional cost.,2016-04-29T00:00:00,2017-05-31T00:00:00,0,0, ,Success,Added successfully,
002764.500.11,3,Funds have been adjusted to reflect the actual contract cost. ,2016-04-29T00:00:00,2018-06-15T00:00:00,0,193950.30, ,Success,Added successfully,
002764.500.12,0,NULL,2016-05-03T00:00:00,2016-09-30T00:00:00,0,13384.68, ,Success,Added successfully,
002764.500.13,0,"02764.500.11 & 02764.500.13 These two subtasks are under the same contract so together they will equal the $668,804.76 funding that we have.",2016-05-05T00:00:00,2016-12-31T00:00:00,0,170471.26, ,Success,Added successfully,
002764.500.14,0,NULL,2016-05-10T00:00:00,2016-09-30T00:00:00,0,5750.00, ,Success,Added successfully,
002764.500.15,0,NULL,2016-06-21T00:00:00,2016-09-30T00:00:00,0,20200.00, ,Success,Added successfully,
002764.500.16,0,NULL,2016-08-02T00:00:00,2016-09-30T00:00:00,0,65000.00, ,Success,Added successfully,
002764.500.17,0,NULL,2016-10-01T00:00:00,2017-09-30T00:00:00,0,50000.00, ,Success,Added successfully,
002764.500.18,0,NULL,2016-09-08T00:00:00,2017-03-31T00:00:00,0,2237586.73, ,Success,Added successfully,
002764.500.18,1,Mod 1 is a no cost administrative mod only.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.500.18,2,Mod 2 extends the POP through 4/30/17 at no additional cost.,2016-09-08T00:00:00,2017-04-30T00:00:00,0,0, ,Success,Added successfully,
002764.500.18,3,Mod 3 extends the POP through 6/30/17 at no additional cost.,2016-09-08T00:00:00,2017-06-30T00:00:00,0,0, ,Success,Added successfully,
002764.500.18,4,"Mod 4 reduces the contract by -$1.07 to the final contract price of $2,237,585.66 and closes out the project.",10/18/2019,10/18/2019,0,-1.07, ,Success,Added successfully,
002764.500.19,0,NULL,2016-08-12T00:00:00,2016-08-26T00:00:00,0,3268.15, ,Success,Added successfully,
002764.500.19,Admin,NULL,10/18/2019,10/18/2019,0,-599.10, ,Fail,Duplicate Mod Title,
002764.500.20,0,NULL,2016-08-22T00:00:00,2016-12-31T00:00:00,0,70000.00, ,Success,Added successfully,
002764.500.21,0,02764.500.21 is cancelled.  See 02764.500.18 for the project details.,2016-09-08T00:00:00,2017-03-31T00:00:00,0,0, ,Success,Added successfully,
002764.500.22,0,NULL,2016-09-23T00:00:00,2017-09-30T00:00:00,0,117790.58, ,Success,Added successfully,
002764.500.22,1,Mod 1 is a no cost administrative change to change the CO from Tina Hamilak to Judith Chamberlin.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.500.22,2,"Mod 2 reduces the Contract by -$102,908.61 to the final Contract amount of $14,881.97.",10/18/2019,10/18/2019,0,-102908.61, ,Success,Added successfully,
002764.500.23,0,NULL,2016-09-23T00:00:00,2016-12-31T00:00:00,0,148978.86, ,Success,Added successfully,
002764.500.23,1,Mod 1 is a no cost mod to extend the POP to 1/31/2017.,2016-09-23T00:00:00,2017-01-31T00:00:00,0,0, ,Success,Added successfully,
002764.500.23,2,"Mod 2 de-obligates -$146,589.89 to the final contract amount of $2,388.97. ",10/18/2019,10/18/2019,0,-146589.89, ,Success,Added successfully,
002764.500.24,0,NULL,2016-09-26T00:00:00,2016-12-31T00:00:00,0,39515.52, ,Success,Added successfully,
002764.500.24,1,Mod 1 is a no cost administrative change to change the CO from Tina Hamilak to Judith Chamberlin.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.500.24,2,"Mod 2 reduces the Contract by -$18,407.02 to close out the Task.",10/18/2019,10/18/2019,0,-18407.02, ,Success,Added successfully,
002764.500.25,0,NULL,2016-09-22T00:00:00,2017-09-30T00:00:00,0,99718.88, ,Success,Added successfully,
002764.500.25,1,Mod 1 is a no cost administrative change to change the CO to Emmett Larson.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.500.26,0,NULL,2016-09-23T00:00:00,2016-09-30T00:00:00,0,28765.22, ,Success,Added successfully,
002764.500.27,0,NULL,2016-11-07T00:00:00,2016-12-31T00:00:00,0,40000.00, ,Success,Added successfully,
002764.500.28,0,NULL,2016-11-09T00:00:00,2016-12-31T00:00:00,0,40000.00, ,Success,Added successfully,
002764.500.29,0,NULL,2016-12-20T00:00:00,2017-01-31T00:00:00,0,2500.00, ,Success,Added successfully,
002764.500.30,0,NULL,2017-02-20T00:00:00,2017-12-31T00:00:00,0,300000.00, ,Success,Added successfully,
002764.500.31,0,NULL,2017-02-24T00:00:00,2017-06-30T00:00:00,0,25000.00, ,Success,Added successfully,
002764.500.32,0,NULL,2017-04-20T00:00:00,2017-05-31T00:00:00,0,2500.00, ,Success,Added successfully,
002764.500.33,0,NULL,2017-06-02T00:00:00,2017-07-31T00:00:00,0,2500.00, ,Success,Added successfully,
002764.500.34,0,NULL,2017-06-10T00:00:00,2018-06-09T00:00:00,0,175000.00, ,Success,Added successfully,
002764.500.34,1,"Mod 1 adds $50,000.00.",10/18/2019,10/18/2019,0,50000.00, ,Success,Added successfully,
002764.500.35,0,NULL,2017-09-02T00:00:00,2017-09-28T00:00:00,0,39990.05, ,Success,Added successfully,
002764.600.01,0,Task 1 under Nevada.  Added the contract award.,2014-05-08T00:00:00,2014-12-31T00:00:00,0,13568.00, ,Success,Added successfully,
002764.600.02,0,NULL,2014-09-20T00:00:00,2015-02-20T00:00:00,0,17691.00, ,Success,Added successfully,
002764.600.02,1,De-obligated to match what was billed and paid by the client.  Inactivated project on the dashboard,10/18/2019,10/18/2019,0,-5026.78, ,Success,Added successfully,
002764.600.03,0,NULL,2014-08-04T00:00:00,2015-09-30T00:00:00,0,59584.78, ,Success,Added successfully,
002764.600.03,1,Mod 1 extends the POP to 12/31/15.,2014-08-04T00:00:00,2015-12-31T00:00:00,0,0, ,Success,Added successfully,
002764.600.03,Admin,NULL,10/18/2019,10/18/2019,0,-7748.81, ,Fail,Duplicate Mod Title,
002764.600.04,0,NULL,2014-09-23T00:00:00,2015-06-30T00:00:00,0,54403.38, ,Success,Added successfully,
002764.600.04,1,NULL,2014-09-23T00:00:00,2015-07-10T00:00:00,0,5042.72, ,Fail,Duplicate Mod Title,
002764.600.04,2,Mod 2 extends the POP to 3/31/16.,2014-09-23T00:00:00,2016-03-31T00:00:00,0,0, ,Success,Added successfully,
002764.600.04,3,"Mod 3 reduces the contract by $54,403.38 to close it out at $5,042.72.",10/18/2019,10/18/2019,0,-54403.38, ,Success,Added successfully,
002764.600.05,0,NULL,2014-09-22T00:00:00,2016-09-21T00:00:00,0,50000.00, ,Success,Added successfully,
002764.600.05,1,"Mod 1 adds $149,000.00",10/18/2019,10/18/2019,0,149000.00, ,Success,Added successfully,
002764.600.05,2,"Mod 2 adds $98,211.45 and extends the POP to 8-15-17.",2014-09-22T00:00:00,2017-08-15T00:00:00,0,98211.45, ,Success,Added successfully,
002764.600.05,3,Mod 3 is a no cost administrative change that changes the Contracting Officer from Tina Hamilak to Judith Chamberlin.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.600.06,0,NULL,2015-05-26T00:00:00,2015-06-30T00:00:00,0,15944.64, ,Success,Added successfully,
002764.600.07,0,"Original estimate was $2,500.00 actual cost was $3,559.72.",2015-06-25T00:00:00,2015-07-31T00:00:00,0,3559.72, ,Success,Added successfully,
002764.600.08,0,NULL,2015-07-15T00:00:00,2015-08-31T00:00:00,0,6122.42, ,Success,Added successfully,
002764.600.09,0,There are 5 projects all under 1 award.,2015-09-23T00:00:00,2015-12-31T00:00:00,0,52741.34, ,Success,Added successfully,
002764.600.09,1,Mod 1 is a no cost administrative mod.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.600.09,2,"Mod 2 cancels the project and reduces the funding by $45,928.39.",10/18/2019,10/18/2019,0,-45928.39, ,Success,Added successfully,
002764.600.10,0,Please note.  This project was set up twice.  Project 02764.600.12 is cancelled.  All costs will go under 02764.600.10.,2016-06-17T00:00:00,2016-12-31T00:00:00,0,63039.09, ,Success,Added successfully,
002764.600.11,0,NULL,2016-06-22T00:00:00,2016-07-30T00:00:00,0,53554.06, ,Success,Added successfully,
002764.600.12,0,This number is closed.  See 02764.600.10 for costs.,2016-09-12T00:00:00,2016-12-31T00:00:00,0,0, ,Success,Added successfully,
002764.600.13,0,NULL,2016-09-19T00:00:00,2016-11-18T00:00:00,0,49628.31, ,Success,Added successfully,
002764.600.13,1,Mod 1 is a no cost mod to extend the POP through 01/13/17.,2016-09-09T00:00:00,2017-01-31T00:00:00,0,0, ,Success,Added successfully,
002764.600.14,0,NULL,2016-09-19T00:00:00,2016-12-31T00:00:00,0,32822.43, ,Success,Added successfully,
002764.600.14,1,NULL,10/18/2019,10/18/2019,0,-10924.79, ,Fail,Duplicate Mod Title,
002764.600.15,0,NULL,2016-09-23T00:00:00,2017-04-30T00:00:00,0,534883.04, ,Success,Added successfully,
002764.600.15,1,Mod 1 is a no cost administrative change to change the CO from Tina Hamilak to Judith Chamberlin.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.600.16,0,NULL,2016-10-01T00:00:00,2017-09-30T00:00:00,0,214492.87, ,Success,Added successfully,
002764.600.16,1,Mod 1 is a no cost administrative change that changes the Contracting Officer from Tina Hamilak to Judith Chamberlin.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.600.16,2,Mod 2 is a no cost in scope change order.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.600.16,3,"Mod 3 de-obligates $-86,005.07 to close out the project at $128,487.80.",10/18/2019,10/18/2019,0,-86005.07, ,Success,Added successfully,
002764.600.17,0,NULL,2016-12-08T00:00:00,2016-12-31T00:00:00,0,8576.93, ,Success,Added successfully,
002764.600.17,1,NULL,10/18/2019,10/18/2019,0,-296.41, ,Fail,Duplicate Mod Title,
002764.600.18,0,NULL,2017-04-06T00:00:00,2017-05-31T00:00:00,0,2500.00, ,Success,Added successfully,
002764.600.19,0,NULL,2017-06-07T00:00:00,2017-06-30T00:00:00,0,3000.00, ,Success,Added successfully,
002764.600.20,0,NULL,2017-08-07T00:00:00,2018-12-01T00:00:00,0,229211.07, ,Success,Added successfully,
002764.600.20,1," Mod 1 adds $52,057.60 for removal of additional hazardous material.",10/18/2019,10/18/2019,0,52057.60, ,Success,Added successfully,
002764.700.01,0,"Initial contract start up for $25,000.00.  Total award is $800,000.00.",2014-05-21T00:00:00,2015-12-31T00:00:00,0,800000.00, ,Success,Added successfully,
002764.700.01,0 Rev 1,"Mod 0 Rev 1 is to move $700,000.00 to 02764.700.03 for the construction phase of the Hillside Mine Project.  02764.700.01 is for the Design phase only.",10/18/2019,10/18/2019,0,-700000.00, ,Success,Added successfully,
002764.700.02,0,NULL,2014-06-23T00:00:00,2014-10-21T00:00:00,0,163244.36, ,Success,Added successfully,
002764.700.03,0,02764.700.03 is to capture the Construction costs for the Hillside Mine project.  0764.700.01 is for the Design phase of the project.,2014-05-21T00:00:00,2015-12-31T00:00:00,0,700000.00, ,Success,Added successfully,
002764.700.03,1,"Mod 1 adds $360,000.00.",10/18/2019,10/18/2019,0,360000.00, ,Success,Added successfully,
002764.700.03,2,"Mod 2 adds $189,123.08 and extends the POP to 5/31/2015.",2014-05-21T00:00:00,2015-05-31T00:00:00,0,189123.08, ,Success,Added successfully,
002764.700.03,3,Administrative mod to adjust contract award/funded value to match which was billed and paid by the client. ,10/18/2019,10/18/2019,0,4784.66, ,Success,Added successfully,
002764.700.04,0,NULL,2015-09-23T00:00:00,2016-09-22T00:00:00,0,49394.90, ,Success,Added successfully,
002764.700.04,1,"Mob 1 adds $4,533.66.",10/18/2019,10/18/2019,0,4533.66, ,Success,Added successfully,
002764.700.05,0,NULL,2015-09-17T00:00:00,2016-03-29T00:00:00,0,31172.17, ,Success,Added successfully,
002764.700.06,0,NULL,2016-02-02T00:00:00,2016-02-29T00:00:00,0,12264.90, ,Success,Added successfully,
002764.700.06,Admin,NULL,10/18/2019,10/18/2019,0,-820.84, ,Fail,Duplicate Mod Title,
002764.700.07,0,NULL,2016-04-14T00:00:00,2016-06-13T00:00:00,0,6000.00, ,Success,Added successfully,
002764.700.07,Admin,De-Obligated funds to match the amount billed and paid by the client. ,10/18/2019,10/18/2019,0,-3001.67, ,Success,Added successfully,
002764.700.08,0,NULL,2016-11-07T00:00:00,2016-11-19T00:00:00,0,7500.00, ,Success,Added successfully,
002764.700.09,0,NULL,2017-02-03T00:00:00,2017-03-31T00:00:00,0,120629.11, ,Success,Added successfully,
002764.700.09,1,"Mod 1 adds $17,462.72 and extends the POP to 4/30/17.",2017-02-03T00:00:00,2017-04-30T00:00:00,0,17462.72, ,Success,Added successfully,
002764.800.01,0,The BLM Contract No. was changed from L16PB00543 to L16PB00898.,2016-09-06T00:00:00,2016-10-14T00:00:00,0,178629.92, ,Success,Added successfully,
002764.800.01,1,Mod 1 extends the POP to 7/31/17 at no additional cost.,2016-09-06T00:00:00,2017-07-31T00:00:00,0,0, ,Success,Added successfully,
002764.800.01,2,Mod 2 is a no cost Admin Mod to change the CO to Velvet Cummins.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
002764.800.03,0,NULL,2016-09-14T00:00:00,2016-12-31T00:00:00,0,31350.00, ,Success,Added successfully,
002764.800.03,Admin,NULL,10/18/2019,10/18/2019,0,-12717.26, ,Fail,Duplicate Mod Title,
