ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount
002764.500.22,1,Mod 1 is a no cost administrative change to change the CO from Tina Hamilak to Judith Chamberlin.,NULL,NULL,,NULL
002764.500.22,2,"Mod 2 reduces the Contract by -$102,908.61 to the final Contract amount of $14,881.97.",NULL,NULL,,-102908.61
002764.500.23,0,NULL,2016-09-23T00:00:00,2016-12-31T00:00:00,,148978.86
002764.500.23,1,Mod 1 is a no cost mod to extend the POP to 1/31/2017.,2016-09-23T00:00:00,2017-01-31T00:00:00,,NULL
002764.500.23,2,"Mod 2 de-obligates -$146,589.89 to the final contract amount of $2,388.97. ",NULL,NULL,,-146589.89
002764.500.24,0,NULL,2016-09-26T00:00:00,2016-12-31T00:00:00,,39515.52
002764.500.24,1,Mod 1 is a no cost administrative change to change the CO from Tina Hamilak to Judith Chamberlin.,NULL,NULL,,NULL
002764.500.24,2,"Mod 2 reduces the Contract by -$18,407.02 to close out the Task.",NULL,NULL,,-18407.02
002764.500.25,0,NULL,2016-09-22T00:00:00,2017-09-30T00:00:00,,99718.88
002764.500.25,1,Mod 1 is a no cost administrative change to change the CO to Emmett Larson.,NULL,NULL,,NULL
002764.500.26,0,NULL,2016-09-23T00:00:00,2016-09-30T00:00:00,,28765.22
002764.500.27,0,NULL,2016-11-07T00:00:00,2016-12-31T00:00:00,,40000.00
002764.500.28,0,NULL,2016-11-09T00:00:00,2016-12-31T00:00:00,,40000.00
002764.500.29,0,NULL,2016-12-20T00:00:00,2017-01-31T00:00:00,,2500.00
002764.500.30,0,NULL,2017-02-20T00:00:00,2017-12-31T00:00:00,,300000.00
002764.500.31,0,NULL,2017-02-24T00:00:00,2017-06-30T00:00:00,,25000.00
002764.500.32,0,NULL,2017-04-20T00:00:00,2017-05-31T00:00:00,,2500.00
002764.500.33,0,NULL,2017-06-02T00:00:00,2017-07-31T00:00:00,,2500.00
002764.500.34,0,NULL,2017-06-10T00:00:00,2018-06-09T00:00:00,,175000.00
002764.500.34,1,"Mod 1 adds $50,000.00.",NULL,NULL,,50000.00
002764.500.35,0,NULL,2017-09-02T00:00:00,2017-09-28T00:00:00,,39990.05
002764.600.01,0,Task 1 under Nevada.  Added the contract award.,2014-05-08T00:00:00,2014-12-31T00:00:00,,13568.00
002764.600.02,0,NULL,2014-09-20T00:00:00,2015-02-20T00:00:00,,17691.00
002764.600.02,1,De-obligated to match what was billed and paid by the client.  Inactivated project on the dashboard,NULL,NULL,,-5026.78
002764.600.03,0,NULL,2014-08-04T00:00:00,2015-09-30T00:00:00,,59584.78
002764.600.03,1,Mod 1 extends the POP to 12/31/15.,2014-08-04T00:00:00,2015-12-31T00:00:00,,NULL
002764.600.03,Admin,NULL,NULL,NULL,,-7748.81
002764.600.04,0,NULL,2014-09-23T00:00:00,2015-06-30T00:00:00,,54403.38
002764.600.04,1,NULL,2014-09-23T00:00:00,2015-07-10T00:00:00,,5042.72
002764.600.04,2,Mod 2 extends the POP to 3/31/16.,2014-09-23T00:00:00,2016-03-31T00:00:00,,NULL
002764.600.04,3,"Mod 3 reduces the contract by $54,403.38 to close it out at $5,042.72.",NULL,NULL,,-54403.38
002764.600.05,0,NULL,2014-09-22T00:00:00,2016-09-21T00:00:00,,50000.00
002764.600.05,1,"Mod 1 adds $149,000.00",NULL,NULL,,149000.00
002764.600.05,2,"Mod 2 adds $98,211.45 and extends the POP to 8-15-17.",2014-09-22T00:00:00,2017-08-15T00:00:00,,98211.45
002764.600.05,3,Mod 3 is a no cost administrative change that changes the Contracting Officer from Tina Hamilak to Judith Chamberlin.,NULL,NULL,,NULL
002764.600.06,0,NULL,2015-05-26T00:00:00,2015-06-30T00:00:00,,15944.64
002764.600.07,0,"Original estimate was $2,500.00 actual cost was $3,559.72.",2015-06-25T00:00:00,2015-07-31T00:00:00,,3559.72
002764.600.08,0,NULL,2015-07-15T00:00:00,2015-08-31T00:00:00,,6122.42
002764.600.09,0,There are 5 projects all under 1 award.,2015-09-23T00:00:00,2015-12-31T00:00:00,,52741.34
002764.600.09,1,Mod 1 is a no cost administrative mod.,NULL,NULL,,NULL
002764.600.09,2,"Mod 2 cancels the project and reduces the funding by $45,928.39.",NULL,NULL,,-45928.39
002764.600.10,0,Please note.  This project was set up twice.  Project 02764.600.12 is cancelled.  All costs will go under 02764.600.10.,2016-06-17T00:00:00,2016-12-31T00:00:00,,63039.09
002764.600.11,0,NULL,2016-06-22T00:00:00,2016-07-30T00:00:00,,53554.06
002764.600.12,0,This number is closed.  See 02764.600.10 for costs.,2016-09-12T00:00:00,2016-12-31T00:00:00,,NULL
002764.600.13,0,NULL,2016-09-19T00:00:00,2016-11-18T00:00:00,,49628.31
002764.600.13,1,Mod 1 is a no cost mod to extend the POP through 01/13/17.,2016-09-09T00:00:00,2017-01-31T00:00:00,,NULL
002764.600.14,0,NULL,2016-09-19T00:00:00,2016-12-31T00:00:00,,32822.43
002764.600.14,1,NULL,NULL,NULL,,-10924.79
002764.600.15,0,NULL,2016-09-23T00:00:00,2017-04-30T00:00:00,,534883.04
002764.600.15,1,Mod 1 is a no cost administrative change to change the CO from Tina Hamilak to Judith Chamberlin.,NULL,NULL,,NULL
002764.600.16,0,NULL,2016-10-01T00:00:00,2017-09-30T00:00:00,,214492.87
002764.600.16,1,Mod 1 is a no cost administrative change that changes the Contracting Officer from Tina Hamilak to Judith Chamberlin.,NULL,NULL,,NULL
002764.600.16,2,Mod 2 is a no cost in scope change order.,NULL,NULL,,NULL
002764.600.16,3,"Mod 3 de-obligates $-86,005.07 to close out the project at $128,487.80.",NULL,NULL,,-86005.07
002764.600.17,0,NULL,2016-12-08T00:00:00,2016-12-31T00:00:00,,8576.93
002764.600.17,1,NULL,NULL,NULL,,-296.41
002764.600.18,0,NULL,2017-04-06T00:00:00,2017-05-31T00:00:00,,2500.00
002764.600.19,0,NULL,2017-06-07T00:00:00,2017-06-30T00:00:00,,3000.00
002764.600.20,0,NULL,2017-08-07T00:00:00,2018-12-01T00:00:00,,229211.07
002764.600.20,1," Mod 1 adds $52,057.60 for removal of additional hazardous material.",NULL,NULL,,52057.60
002764.700.01,0,"Initial contract start up for $25,000.00.  Total award is $800,000.00.",2014-05-21T00:00:00,2015-12-31T00:00:00,,800000.00
002764.700.01,0 Rev 1,"Mod 0 Rev 1 is to move $700,000.00 to 02764.700.03 for the construction phase of the Hillside Mine Project.  02764.700.01 is for the Design phase only.",NULL,NULL,,-700000.00
002764.700.02,0,NULL,2014-06-23T00:00:00,2014-10-21T00:00:00,,163244.36
002764.700.03,0,02764.700.03 is to capture the Construction costs for the Hillside Mine project.  0764.700.01 is for the Design phase of the project.,2014-05-21T00:00:00,2015-12-31T00:00:00,,700000.00
002764.700.03,1,"Mod 1 adds $360,000.00.",NULL,NULL,,360000.00
002764.700.03,2,"Mod 2 adds $189,123.08 and extends the POP to 5/31/2015.",2014-05-21T00:00:00,2015-05-31T00:00:00,,189123.08
002764.700.03,3,Administrative mod to adjust contract award/funded value to match which was billed and paid by the client. ,NULL,NULL,,4784.66
002764.700.04,0,NULL,2015-09-23T00:00:00,2016-09-22T00:00:00,,49394.90
002764.700.04,1,"Mob 1 adds $4,533.66.",NULL,NULL,,4533.66
002764.700.05,0,NULL,2015-09-17T00:00:00,2016-03-29T00:00:00,,31172.17
002764.700.06,0,NULL,2016-02-02T00:00:00,2016-02-29T00:00:00,,12264.90
002764.700.06,Admin,NULL,NULL,NULL,,-820.84
002764.700.07,0,NULL,2016-04-14T00:00:00,2016-06-13T00:00:00,,6000.00
002764.700.07,Admin,De-Obligated funds to match the amount billed and paid by the client. ,NULL,NULL,,-3001.67
002764.700.08,0,NULL,2016-11-07T00:00:00,2016-11-19T00:00:00,,7500.00
002764.700.09,0,NULL,2017-02-03T00:00:00,2017-03-31T00:00:00,,120629.11
002764.700.09,1,"Mod 1 adds $17,462.72 and extends the POP to 4/30/17.",2017-02-03T00:00:00,2017-04-30T00:00:00,,17462.72
002764.800.01,0,The BLM Contract No. was changed from L16PB00543 to L16PB00898.,2016-09-06T00:00:00,2016-10-14T00:00:00,,178629.92
002764.800.01,1,Mod 1 extends the POP to 7/31/17 at no additional cost.,2016-09-06T00:00:00,2017-07-31T00:00:00,,NULL
002764.800.01,2,Mod 2 is a no cost Admin Mod to change the CO to Velvet Cummins.,NULL,NULL,,NULL
002764.800.03,0,NULL,2016-09-14T00:00:00,2016-12-31T00:00:00,,31350.00
002764.800.03,Admin,NULL,NULL,NULL,,-12717.26
002764.900.01,0,NULL,2014-07-10T00:00:00,2014-12-31T00:00:00,,55712.00
002764.900.01,1,NULL,NULL,NULL,,8047.39
002764.900.01,2,POP Extension only,2014-07-10T00:00:00,2015-04-30T00:00:00,,NULL
002764.900.03,0,NULL,2015-07-02T00:00:00,2016-01-01T00:00:00,,333611.67
002764.900.03,1,Adds 3 units of 20 cuyd - contaminated soil.,NULL,NULL,,33141.63
002764.900.03,2,NULL,2015-07-02T00:00:00,2016-12-31T00:00:00,,413520.30
002764.900.03,3,NULL,NULL,NULL,,63983.10
002764.900.03,4,NULL,NULL,NULL,,33161.20
002764.900.03,5,Mod 5 is a no cost mod to extend the POP to 2/28/2017.,2015-07-02T00:00:00,2017-02-28T00:00:00,,NULL
002766,0,NULL,2016-09-14T00:00:00,2017-09-30T00:00:00,,105721.65
002767,0,NULL,2016-09-22T00:00:00,2017-09-21T00:00:00,,20497.00
003812.0043,0,"1. Terms and Conditions are included in the Master Service Agreement between GE Energy and North Wind, Inc. on file with North Wind Contracts, dated May 2007  2. Legacy rollover project.  No proposal approval forms since it is a continuation of services from previous years.  3. As needed non-routine sampling and analysis of miscellaneous wastes, sampling events need to be tracked and invoiced by Task with no pre-assigned cost ceiling per task, only for the contract.  4. PO and instructions online invoicing have been submitted with the MI118 (task one).  ",2016-04-18T00:00:00,2016-05-30T00:00:00,,5000.00
003812.021,0,NULL,NULL,NULL,,NULL
003812.022,0,NULL,NULL,NULL,,5000.00
003812.023,0,NULL,NULL,NULL,,5000.00
003812.024,0,NULL,2013-05-29T00:00:00,2013-06-30T00:00:00,,5000.00
003812.025,0,NULL,2013-06-10T00:00:00,2013-07-31T00:00:00,,5000.00
003812.026,0,NULL,2013-06-10T00:00:00,2013-07-31T00:00:00,,5000.00
003812.026,1,NULL,2013-06-10T00:00:00,2013-11-30T00:00:00,,3000.00
003812.027,0,NULL,2013-07-08T00:00:00,2013-08-30T00:00:00,,5000.00
003812.028,0,NULL,2013-07-10T00:00:00,2013-08-30T00:00:00,,5000.00
003812.029,0,NULL,2013-10-14T00:00:00,2014-01-31T00:00:00,,5000.00
003812.029,1,Mod 1 extends the POP through 4/30/14.,2013-10-14T00:00:00,2014-04-30T00:00:00,,NULL
003812.029,2,NULL,NULL,NULL,,1000.00
003812.029,3,De-obligated funding to match what client was billed and paid.  This project is inactivated on the dashboard.,NULL,NULL,,-856.00
003812.030,0,NULL,2013-11-07T00:00:00,2013-12-07T00:00:00,,5000.00
003812.031,0,NULL,2013-11-25T00:00:00,2014-01-24T00:00:00,,5000.00
003812.032,0,NULL,2013-12-09T00:00:00,2014-01-31T00:00:00,,5000.00
003812.032,1,De-obligated funding to match what client was billed and paid.  This project is inactivated on the dashboard.,NULL,NULL,,-1552.31
003812.033,0,NULL,2013-12-12T00:00:00,2014-01-31T00:00:00,,5000.00
003812.033,1,"Mod 1 adds $3,000.00 and extends the POP tp 10/31/14.",2013-12-12T00:00:00,2014-10-31T00:00:00,,3000.00
003812.033,2,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-4934.57
003812.034,0,NULL,2013-12-18T00:00:00,2014-01-31T00:00:00,,5000.00
003812.034,1,De-obligated funding to match what client was billed and paid.  This project is inactivated on the dashboard.,NULL,NULL,,-2742.30
003812.035,0,NULL,2014-05-05T00:00:00,2014-06-30T00:00:00,,5000.00
003812.035,1,De-obligated funding to match what client was billed and paid.  This project is inactivated on the dashboard.,NULL,NULL,,-2615.37
003812.036,0,NULL,2014-10-15T00:00:00,2014-12-05T00:00:00,,5000.00
003812.036,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-3372.46
003812.037,0,NULL,2014-10-20T00:00:00,2014-12-25T00:00:00,,5000.00
003812.037,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-1834.55
003812.038,0,NULL,2015-01-15T00:00:00,2015-03-31T00:00:00,,5000.00
003812.038,1,mod added to match billed amount for the project.,NULL,NULL,,-3636.51
003812.039,0,NULL,2015-01-25T00:00:00,2015-03-31T00:00:00,,5000.00
003812.039,1,mod added to match billed amount for the contract.,NULL,NULL,,-3125.94
003812.040,0,NULL,2015-03-11T00:00:00,2015-04-30T00:00:00,,5000.00
003812.040,Admin,Funds have been de-obligated in order to match the amount billed and paid to the client. ,NULL,NULL,,-2326.19
003812.041,0,NULL,2015-09-14T00:00:00,2015-12-31T00:00:00,,5000.00
003812.042,0,NULL,2016-03-04T00:00:00,2016-04-30T00:00:00,,5000.00
003812.044,0,NULL,2016-05-02T00:00:00,2016-06-30T00:00:00,,5000.00
003812.044,ADMIN,NULL,NULL,NULL,,-1166.53
003812.045,0,NULL,2016-11-28T00:00:00,2017-01-31T00:00:00,,5000.00
003812.046,0,NULL,2017-01-03T00:00:00,2017-02-28T00:00:00,,5000.00
003812.047,0,NULL,2017-03-06T00:00:00,2017-04-30T00:00:00,,5000.00
003812.048,0,NULL,2017-08-30T00:00:00,2017-09-30T00:00:00,,5000.00
003851.044,0,NULL,NULL,NULL,,4000.00
003851.045,0,NULL,NULL,NULL,,3000.00
003851.046,0,NULL,NULL,NULL,,3000.00
003851.049,0,Final Release,2012-08-30T00:00:00,2012-09-30T00:00:00,,NULL
003851.050,0,NULL,2012-09-12T00:00:00,2012-10-30T00:00:00,,3000.00
003851.051,0,NULL,2012-09-17T00:00:00,2012-10-30T00:00:00,,3000.00
003851.052,0,NULL,NULL,NULL,,NULL
003851.053,0,NULL,NULL,NULL,,3000.00
003851.054,0,NULL,NULL,NULL,,5000.00
003851.055,0,NULL,NULL,NULL,,3000.00
003851.056,0,NULL,2013-06-10T00:00:00,2013-07-31T00:00:00,,3000.00
003851.057,NULL,NULL,NULL,NULL,,NULL
003851.058,0,NULL,2013-09-30T00:00:00,2013-10-31T00:00:00,,3000.00
003851.059,0,NULL,2013-10-07T00:00:00,2013-11-30T00:00:00,,3000.00
003851.060,0,NULL,2013-12-02T00:00:00,2013-12-31T00:00:00,,3000.00
003851.061,0,NULL,2014-01-28T00:00:00,2014-02-27T00:00:00,,3000.00
003851.061,1,Administrative mod to match the amount billed and paid by the client. ,NULL,NULL,,-1815.16
003851.062,0,NULL,2014-02-04T00:00:00,2014-04-15T00:00:00,,5000.00
003851.062,1,NULL,NULL,NULL,,2000.00
003851.062,2,"Mod 2 increases the ceiling price to a total of $10,000.00.",2014-02-04T00:00:00,2014-05-30T00:00:00,,3000.00
003851.062,3,"Mod 3 adds $1,000.00 to get the total ceiling to $11,000.00.",NULL,NULL,,1000.00
003851.062,4,Mod 4 adds $421.91.,2014-02-04T00:00:00,2014-09-30T00:00:00,,421.91
003851.062,5,Mod 5 adds $76.13 for final invoice.,NULL,NULL,,76.13
003851.063,0,NULL,2014-06-16T00:00:00,2014-10-31T00:00:00,,5000.00
003851.063,1,De-obligated funding to match what client was billed and paid.  This project is inactivated on the dashboard.,NULL,NULL,,-2560.63
003851.064,0,NULL,2014-08-04T00:00:00,2014-09-30T00:00:00,,3000.00
003851.064,1,"Mod 1 adds $2,000.00.",2014-08-04T00:00:00,2014-12-24T00:00:00,,2000.00
003851.064,2,De-obligated funding to match what client was billed and paid.  This project is inactivated on the dashboard.,NULL,NULL,,-1288.15
003851.065,0,NULL,2014-09-15T00:00:00,2014-12-25T00:00:00,,4000.00
003851.065,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-2955.15
003851.066,0,NULL,2014-10-20T00:00:00,2014-12-25T00:00:00,,4000.00
003851.066,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-3155.00
003851.067,0,NULL,2014-10-23T00:00:00,2014-12-25T00:00:00,,4000.00
003851.067,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-3095.34
003851.068,0,NULL,2014-10-27T00:00:00,2014-12-25T00:00:00,,4000.00
003851.068,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-2420.98
003851.069,0,NULL,2014-11-03T00:00:00,2014-12-25T00:00:00,,4000.00
003851.069,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,NULL,NULL,,-3152.46
003851.070,0,NULL,2014-12-02T00:00:00,2015-02-28T00:00:00,,4000.00
003851.070,1,mod added to match billed amount for project.,NULL,NULL,,-2677.88
003851.071,0,NULL,2015-01-05T00:00:00,2015-03-31T00:00:00,,4000.00
003851.071,1,mod added to match billed amount for project.,NULL,NULL,,-1635.00
003851.072,0,NULL,2015-01-12T00:00:00,2015-03-31T00:00:00,,5000.00
003851.072,1,Mod 1 extends the POP to 1-31-2016.,2015-12-12T00:00:00,2016-01-31T00:00:00,,NULL
003851.072,Admin,Funds have been modified in order to match the amount billed to and paid by the client. ,NULL,NULL,,-722.79
003851.073,0,NULL,2015-02-02T00:00:00,2015-03-31T00:00:00,,4000.00
003851.073,1,mod added to match billed amount for contract.,NULL,NULL,,-1993.53
003851.074,0,NULL,2015-02-20T00:00:00,2015-03-31T00:00:00,,4000.00
003851.074,1,mod added to match billed amount for project.,NULL,NULL,,-2973.69
003851.075,0,NULL,2015-03-11T00:00:00,2015-04-30T00:00:00,,4000.00
003851.075,1,Mod added to match billed amount for project.,NULL,NULL,,-1755.36
003851.076,0,NULL,2015-03-11T00:00:00,2015-04-30T00:00:00,,4000.00
003851.076,1,mod added to match billed amount for project.,NULL,NULL,,-3037.50
003851.077,0,NULL,2015-03-16T00:00:00,2015-04-30T00:00:00,,3000.00
003851.077,1,Mod added to match funded amount for project.,NULL,NULL,,-2155.00
003851.078,0,NULL,2015-04-13T00:00:00,2015-05-29T00:00:00,,3000.00
003851.078,Admin,De-obligated funds to match the amount billed and paid to the client. ,NULL,NULL,,-2178.69
003851.079,0,NULL,2015-04-13T00:00:00,2015-05-29T00:00:00,,3000.00
003851.079,Admin,Funds have been de-obligated to match the amount billed and paid to the client. ,NULL,NULL,,-2230.00
003851.080,0,NULL,2015-04-13T00:00:00,2015-05-29T00:00:00,,3000.00
003851.080,Admin,Funds de-obligated to match the amount billed and paid by the client. ,NULL,NULL,,-1523.69
003851.081,0,NULL,2015-05-11T00:00:00,2015-06-26T00:00:00,,3000.00
003851.081,Admin,Funds have been de-obligated to match the amount billed and paid to the client. ,NULL,NULL,,-1169.56
003851.082,0,NULL,2015-05-29T00:00:00,2015-06-26T00:00:00,,3000.00
003851.082,1,"Mod 1 adds $2,000.00 and extends the POP through 12/31/15.",2015-05-29T00:00:00,2015-12-31T00:00:00,,2000.00
003851.082,Admin,Funds have been modified in order to match the amount billed to and paid by the client. ,NULL,NULL,,-2008.65
003851.083,0,NULL,2015-06-15T00:00:00,2015-07-31T00:00:00,,3000.00
003851.083,Admin,Funds have been modified to match the amount billed and paid to the client. ,NULL,NULL,,-1516.64
003851.084,0,NULL,2015-07-01T00:00:00,2015-08-31T00:00:00,,3000.00
003851.084,Admin,Funds have been de-obligated in order to match the amount billed and paid by the client. ,NULL,NULL,,-445.74
003851.086,0,NULL,2015-10-05T00:00:00,2015-12-31T00:00:00,,3000.00
003851.086,Admin,NULL,NULL,NULL,,-1868.03
003851.087,0,NULL,2015-11-02T00:00:00,2015-12-31T00:00:00,,3000.00
003851.087,Admin,NULL,NULL,NULL,,-1372.01
003851.088,0,NULL,2015-11-11T00:00:00,2015-12-31T00:00:00,,3000.00
003851.089,0,NULL,2016-01-07T00:00:00,2016-02-28T00:00:00,,3000.00
003851.090,0,NULL,2016-01-27T00:00:00,2016-02-28T00:00:00,,3000.00
003851.090,1,Mod 1 adds $500.00.,NULL,NULL,,500.00
003851.091,0,NULL,2016-02-22T00:00:00,2016-04-30T00:00:00,,3000.00
003851.092,0,NULL,2016-02-29T00:00:00,2016-04-30T00:00:00,,3000.00
003851.093,0,NULL,2016-05-05T00:00:00,2016-06-30T00:00:00,,3000.00
003851.094,0,NULL,2016-06-10T00:00:00,2016-07-31T00:00:00,,3000.00
003851.095,0,NULL,2016-06-30T00:00:00,2016-12-31T00:00:00,,3000.00
003851.095,ADMIN,NULL,NULL,NULL,,-1786.65
003851.096,0,NULL,2016-07-14T00:00:00,2016-12-31T00:00:00,,3000.00
003851.096,ADMIN,NULL,NULL,NULL,,-964.59
003851.097,0,NULL,2016-09-21T00:00:00,2016-10-31T00:00:00,,3000.00
003851.098,0,NULL,2016-10-17T00:00:00,2016-11-30T00:00:00,,3000.00
003851.099,0,NULL,2017-01-13T00:00:00,2017-03-31T00:00:00,,5000.00
003851.100,0,NULL,2017-01-30T00:00:00,2017-03-31T00:00:00,,3000.00
003851.101,0,NULL,2017-05-24T00:00:00,2017-07-31T00:00:00,,3000.00
003851.102,0,NULL,2017-07-24T00:00:00,2017-08-31T00:00:00,,3000.00
003851.103,0,NULL,2017-09-08T00:00:00,2017-10-31T00:00:00,,3000.00
003851.104,0,NULL,2018-01-12T00:00:00,2018-03-31T00:00:00,,5000.00
003851.85,0,NULL,2015-10-01T00:00:00,2015-12-31T00:00:00,,3000.00
003886.012,missing,NULL,NULL,NULL,,NULL
003886.013,0,NULL,NULL,NULL,,NULL
003886.014,0,NULL,NULL,NULL,,6790.00
003886.015,NULL,NULL,NULL,NULL,,NULL
003905.005,0,NULL,2011-09-20T00:00:00,2014-12-31T00:00:00,,500000.00
003905.005,1,"Final Deobligation, Checklist & PSR",NULL,NULL,,-331002.01
003957.001,0,NULL,2008-06-09T00:00:00,2010-06-11T00:00:00,,30731.00
003957.002,0,NULL,2012-06-07T00:00:00,2012-12-30T00:00:00,,4853.28
003957.003,0,NULL,2014-07-08T00:00:00,2014-07-31T00:00:00,,3852.45
005020,0,NULL,2007-05-01T00:00:00,2008-08-30T00:00:00,,493646.79
005020,2,NULL,2007-05-01T00:00:00,2010-10-30T00:00:00,,NULL
005020,3,NULL,2007-05-01T00:00:00,2012-03-12T00:00:00,,NULL
005021,0,Delivery Order 17,2007-05-07T00:00:00,2007-11-08T00:00:00,,834206.55
005021,1,NULL,2007-05-07T00:00:00,2007-11-08T00:00:00,,177845.00
005021,2,NULL,2007-05-07T00:00:00,2009-10-30T00:00:00,,NULL
005021,3,NULL,2007-05-07T00:00:00,2010-10-30T00:00:00,,NULL
005021,4,NULL,2007-05-07T00:00:00,2011-12-31T00:00:00,,NULL
005027,0,Delivery Order 23,2008-06-30T00:00:00,2018-07-01T00:00:00,,3625899.00
005027,1,Incorporates the milestone payment schedule,NULL,NULL,,NULL
005032,0,Delivery Order 0029  ,2008-09-26T00:00:00,2010-10-31T00:00:00,,175992.07
