Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible?,Quality Level,Acquisition Type,Competition,Contract Type,Currency,Billing Address,Billing Frequency,G&A %,OH %,Fee %,Invoice Submission Method,Payment Terms,Applicable Wage Determination,Billing Formula,Revenue Formula,Revenue Recognition EAC %,Onsite OH,Offsite OH,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Human Resources Rep,Action,Purchasing Rep,Subcontract Rep
Inactive,25300-27,27,2337.027,0,0,1,,01.10.06,ENV SCIENTIST-IVARSON,,602573.87,602573.87,2009-11-23T00:00:00,2013-09-30T00:00:00,USA,WA,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,,,,,,,,Service Contract Act,,,,56.11,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,25300-27,27,2337.027,0,0,1,,01.10.06,ENV SCIENTIST-IVARSON,,602573.87,602573.87,2009-11-23T00:00:00,2013-09-30T00:00:00,USA,WA,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,,,,,,,,Service Contract Act,,,,56.11,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,21879,13,2438.013,0,0,1,,02.30.04,WASTE CHARACT SUPPORT,,145000,145000,2011-01-17T00:00:00,2012-09-28T00:00:00,USA,WA,924110,,,2,Unrestricted,Non-Competed,Time and Materials,,,,,,,,,,,,,0,0,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,21879,13,2438.013,0,0,1,,02.30.04,WASTE CHARACT SUPPORT,,145000,145000,2011-01-17T00:00:00,2012-09-28T00:00:00,USA,WA,924110,,,2,Unrestricted,Non-Competed,Time and Materials,,,,,,,,,,,,,0,0,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,21879-15,15,2438.015,0,0,1,,02.30.04,SLAB TANK INTEGRITY,,29467.95,29467.95,2012-06-12T00:00:00,2012-07-31T00:00:00,USA,WA,0,,,1,Unrestricted,Non-Competed,Time and Materials,,"Battelle Pacific Northwest Division
ATTN: Accounts Payable
P.O. Box 999, MS J1-04
Richland, WA 99352",,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,21879-15,15,2438.015,0,0,1,,02.30.04,SLAB TANK INTEGRITY,,29467.95,29467.95,2012-06-12T00:00:00,2012-07-31T00:00:00,USA,WA,0,,,1,Unrestricted,Non-Competed,Time and Materials,,"Battelle Pacific Northwest Division
ATTN: Accounts Payable
P.O. Box 999, MS J1-04
Richland, WA 99352",,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,2445.003,3,2445.003,0,1,1,28427-2,02.30.04,DRILLER & DRILLER HELPER,CH2M Hill Plateau Remediation Contract 28427-2:  Driller and Driller's helper.  This is essentially a staff aug contract for providing driller/helper to their high risk contaminated drilling / characterization / well maintenance program.  Direct day to day management of GFE provided drill rig and crews  (mixed direct and subcontractor resources) is provided by CHPRC.  NWI is responsible for providing qualified personel and also provides limited oversight..,872608.9,827168.89,2009-03-02T00:00:00,2012-12-31T00:00:00,USA,,237110,,,2,Unrestricted,Competed,Time and Materials,,"CH2M Hill Plateau Remediation Company
ATTN:  Accounts Payable
P.O. Box 1600 MSIN H7-32
Richland, WA 99352",,,,,,,Davis Bacon Act,,,,,54.88,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,2445.003,3,2445.003,0,1,1,28427-2,02.30.04,DRILLER & DRILLER HELPER,,872608.9,827168.89,2009-03-02T00:00:00,2012-12-31T00:00:00,USA,,237110,,,2,Unrestricted,Competed,Time and Materials,,"CH2M Hill Plateau Remediation Company
ATTN:  Accounts Payable
P.O. Box 1600 MSIN H7-32
Richland, WA 99352",,,,,,,Davis Bacon Act,,,,,54.88,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,2,2724.002,0,0,0,,02.30.04,WILDERNESS CHAR INVENTORY,,85000,99000,2010-05-15T00:00:00,2012-12-31T00:00:00,USA,,111110,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,2,2724.002,0,0,0,,02.30.04,WILDERNESS CHAR INVENTORY,,85000,99000,2010-05-15T00:00:00,2012-12-31T00:00:00,USA,,111110,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,2731,0,0,0,,02.30.04,SALT CHUCK MINE,,2698158.27,2556978.27,2010-09-03T00:00:00,2013-09-03T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,2731,0,0,0,,02.30.04,SALT CHUCK MINE,,2698158.27,2556978.27,2010-09-03T00:00:00,2013-09-03T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2735.001,0,0,0,,02.30.04,BAT SURVEYS,,29612,29612,2011-05-23T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2735.001,0,0,0,,02.30.04,BAT SURVEYS,,29612,29612,2011-05-23T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,2,2735.002,0,0,0,,02.30.04,BAT SURVEYS II,,40150,40150,2012-05-21T00:00:00,2013-03-31T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,2,2735.002,0,0,0,,02.30.04,BAT SURVEYS II,,40150,40150,2012-05-21T00:00:00,2013-03-31T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2737.001,0,0,0,,01.20.01,LIMBER WHITEBARK PINE,,67000,67000,2011-07-12T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2737.001,0,0,0,,01.20.01,LIMBER WHITEBARK PINE,,67000,67000,2011-07-12T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2747.001,0,0,0,,02.30.04,COTTONWOOD FORVIS,,71841,71841,2011-09-16T00:00:00,2012-12-01T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2747.001,0,0,0,,02.30.04,COTTONWOOD FORVIS,,71841,71841,2011-09-16T00:00:00,2012-12-01T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2748.001,0,0,0,,02.30.04,PRYOR MOUNTAIN CRI,,78691.49,78691.49,2011-09-26T00:00:00,2012-06-04T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2750.001,0,0,0,,02.30.04,PARIETTE WETLAND DE-SILT,,8412.13,8412.13,2012-05-01T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2750.001,0,0,0,,02.30.04,PARIETTE WETLAND DE-SILT,,8412.13,8412.13,2012-05-01T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2751.001,0,0,0,,02.30.04,OAK SPRINGS CRI,,13169.64,13169.64,2011-11-01T00:00:00,2012-07-15T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2751.001,0,0,0,,02.30.04,OAK SPRINGS CRI,,13169.64,13169.64,2011-11-01T00:00:00,2012-07-15T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2752.001,0,0,0,,02.30.04,BEEF BASIN,,33252.33,33252.33,2012-05-09T00:00:00,2012-09-10T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2752.001,0,0,0,,02.30.04,BEEF BASIN,,33252.33,33252.33,2012-05-09T00:00:00,2012-09-10T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,2753,0,0,0,,02.30.04,FT HUACHUCA ENV SUPPORT,,234374.25,373491.4,2012-06-04T00:00:00,2012-12-31T00:00:00,USA,,NONE,,,2,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,2753,0,0,0,,02.30.04,FT HUACHUCA ENV SUPPORT,,234374.25,373491.4,2012-06-04T00:00:00,2012-12-31T00:00:00,USA,,NONE,,,2,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2754.001,0,0,0,,02.30.04,LEMHI VALLEY BOR CRI,,2848,2848,2012-06-11T00:00:00,2012-06-29T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,2754.001,0,0,0,,02.30.04,LEMHI VALLEY BOR CRI,,2848,2848,2012-06-11T00:00:00,2012-06-29T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,44,3851.044,0,0,0,,01.30.04,WS113-2012 ANNUAL WASTE S,,8056.23,4000,2012-02-06T00:00:00,2012-06-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,44,3851.044,0,0,0,,01.30.04,WS113-2012 ANNUAL WASTE S,,8056.23,4000,2012-02-06T00:00:00,2012-06-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,45,3851.045,0,0,0,,01.30.04,CORETECH DRUM WASTE STREA,,3000,3000,2012-05-10T00:00:00,2012-06-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,45,3851.045,0,0,0,,01.30.04,CORETECH DRUM WASTE STREA,,3000,3000,2012-05-10T00:00:00,2012-06-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,46,3851.046,0,0,0,,01.30.04,JUNE 2012 EDM FILTER WAST,,3000,3000,2012-06-13T00:00:00,2012-07-31T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,46,3851.046,0,0,0,,01.30.04,JUNE 2012 EDM FILTER WAST,,3000,3000,2012-06-13T00:00:00,2012-07-31T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,12,3886.012,0,0,0,,02.30.04,MAVERIK-GILS DESIGN,,13000,13000,2012-05-17T00:00:00,2012-12-31T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,12,3886.012,0,0,0,,02.30.04,MAVERIK-GILS DESIGN,,13000,13000,2012-05-17T00:00:00,2012-12-31T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,5,3905.005,0,0,0,,02.30.04,2014 - ELK MONITORING,,500000,168997.99,2011-09-20T00:00:00,2014-12-31T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,5,3905.005,0,0,0,,02.30.04,2014 - ELK MONITORING,,500000,168997.99,2011-09-20T00:00:00,2014-12-31T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,3957.001,0,0,0,,02.30.04,1000 EAST BRIDGE  MADISON,,30731,30731,2008-06-09T00:00:00,2012-05-30T00:00:00,USA,,0,,,,,,Cost Plus Fixed Fee,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,1,3957.001,0,0,0,,02.30.04,1000 EAST BRIDGE  MADISON,,30731,30731,2008-06-09T00:00:00,2012-05-30T00:00:00,USA,,0,,,,,,Cost Plus Fixed Fee,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5021,0,0,0,,02.30.04,HAFB- CLOSURE SEPTIC TANK,,1012051,1012051.55,2007-05-02T00:00:00,2012-12-31T00:00:00,USA,,0,,,,,,Cost Plus Fixed Fee,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5021,0,0,0,,02.30.04,HAFB- CLOSURE SEPTIC TANK,,1012051,1012051.55,2007-05-02T00:00:00,2012-12-31T00:00:00,USA,,0,,,,,,Cost Plus Fixed Fee,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5032,0,0,0,,02.30.04,SWMU CLOSURE CANNON AFB,,175992.07,81810.7,2008-09-26T00:00:00,2013-03-30T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5032,0,0,0,,02.30.04,SWMU CLOSURE CANNON AFB,,175992.07,81810.7,2008-09-26T00:00:00,2013-03-30T00:00:00,USA,,0,,,,,,Firm Fixed Price,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,43763-000-06,,5328,0,0,0,,02.30.04,ADEP PROCEDURE DEVELOPMEN,,1664313.25,0,2011-10-01T00:00:00,2013-09-30T00:00:00,USA,NM,562910,,,2,,Competed,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,43763-000-06,,5328,0,0,0,,02.30.04,ADEP PROCEDURE DEVELOPMEN,,1664313.25,0,2011-10-01T00:00:00,2013-09-30T00:00:00,USA,NM,562910,,,2,,Competed,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5509,0,0,0,,02.30.04,CONSTRUCTION SWPP,,1000000,331539,2009-01-16T00:00:00,2010-02-15T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5509,0,0,0,,02.30.04,CONSTRUCTION SWPP,,1000000,331539,2009-01-16T00:00:00,2010-02-15T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5511,0,0,0,,02.30.04,SPCC/WQCC,,350575,300575,2009-02-01T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5511,0,0,0,,02.30.04,SPCC/WQCC,,350575,300575,2009-02-01T00:00:00,2012-09-30T00:00:00,USA,,0,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
Inactive,,,5512,0,0,0,,02.30.04,IH BERYLLIUM SUPPORT,,1472768,1472768,2009-02-27T00:00:00,2012-09-30T00:00:00,USA,,,,,,,,Time and Materials,,,,,,,,,,,,,,,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,bakins@northwindgrp.com,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,,Add,,
