Customer Name,Customer Type,Department,Agency,Description,Address,Email,Abbreviation,Import Status,Reason,
FEDERAL AVIATION ADMINISTRATION,Federal,"TRANSPORTATION, DEPARTMENT OF",IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION,,"Federal Aviation Administration
Patricia Vikesland
Contracting Officer
Western Acquisitions AAQ-530
1601 Lind Avenue SW
Renton, WA 98057
",Pat.Vikesland@faa.gov,FAA,Success,Updated Successfully,
BLM Las Vegas District Office,Federal,Dept. of the Interior,BLM,,"BLM NV State OFC BDGT & FIN
1340 Financial Blvd.
Reno, NV  89502",k1fergus@blm.gov,BLM,Success,Customer added successfully.,
"Western Construction, Inc.",Commercial,,,,"Western Construction, Inc.
10139 S. Federal Way
Boise, ID 83716",mrwci@hotmail.com,Commercial,Success,Customer added successfully.,
US Army Yuma Proving Ground,Federal,Dept. of Defense,Army,,"US Army YPG-MICC-Yuma
301 C Street, Bldg 2364, Rm 101
Yuma, AZ 85365-9496",samuel.colton@us.army.mil,Army,Success,Customer added successfully.,
CNCS,Commercial,,,,"CNCS
450 Falls Ave. Suite 100
Twin Falls, ID 83301",,Commercial,Success,Customer added successfully.,
Civil Science,State Government,,,,,,State,Fail,Invalid customer type.,
Henkel Corporation,Commercial,,,,"One Henkel Way
Rocky Hill, CT 06067",jonathan.blaine@us.henkel.com,Commercial,Success,Customer added successfully.,
Bechtel Marine Propulsion Corporation,Federal,Dept. of Energy,,,"PO Box 20008
Idaho Falls, ID 83403-2008",jesse.havens.contractor@unnpp.gov,DOE,Success,Updated Successfully,
FEDERAL AVIATION ADMINISTRATION,Federal,"TRANSPORTATION, DEPARTMENT OF",IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION,,,Pat.vikeland@faa.gov,FAA,Success,Updated Successfully,
BLM - Salt Lake City District Office,Federal,Dept. of the Interior,BLM,,"PO Box 45155
Salt Lake City, UT 84078",bjeffcoa@hlm.gov,BLM,Success,Customer added successfully.,
EMCBC,Federal,Dept. of Energy,,,See MSA,angela.cooney@emcbc.doe.gov,DOE,Success,Customer added successfully.,
EMCBC,Federal,Dept. of Energy,,,See MSA,barry.page@emcbc.doe.gov,DOE,Success,Updated Successfully,
Mettler & Associates,Commercial,,,,"P.O. Box 2186
Cody, WY 82414",,Commercial,Success,Updated Successfully,
Mettler & Associates,Commercial,,,,"P.O. Box2186
Cody, WY 82414",,Commercial,Success,Updated Successfully,
U.S. Army Yuma Proving Ground,Federal,Dept. of Defense,Army,,,samuel.colton@us.army.mil,Army,Success,Updated Successfully,
FEDERAL AVIATION ADMINISTRATION,Federal,"TRANSPORTATION, DEPARTMENT OF",IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION,,"1601 Lind Ave W, Renton WA 98057",elaina.d.audette@faa.gov,FAA,Success,Updated Successfully,
Keller Associates,State Government,,,,"Keller Associates
131 SW 5th Avenue, Suite A
Meridian, ID 83642",,State,Fail,Invalid customer type.,
Motley Rice Law Firm,Commercial,,,,"28 Bridgeside Blvd., Mt. Pleasant, SC 29464",jbaiden@motleyrice.com,Commercial,Success,Customer added successfully.,
"Pacific West, LLC",Commercial,,,,"1515 S 2200 W. Suite C
Salt Lake City, UT 84119",dha,Commercial,Success,Updated Successfully,
DOE-NE,Federal,Dept. of Energy,,,,,DOE,Success,Customer added successfully.,
BLM Idaho Upper Snake Field Office,Federal,Dept. of the Interior,BLM,,"400 West F Street
Shoshone, ID 83352",,BLM,Success,Customer added successfully.,
"Robert Bosch, LLC",Commercial,,,,"Robert Bosch LLC
P.O. Box 2867
4421 Highway 81 North
Anderson, South Carolina 29621",Linda.Ogburn@us.bosch.com,Commercial,Success,Updated Successfully,
BLM Boise District Office,Federal,Dept. of the Interior,BLM,,"3948 Development Ave
Boise, ID 83705",nbachman@blm.gov,BLM,Success,Customer added successfully.,
BLM Montana State Office,Federal,Dept. of the Interior,BLM,,"5001 Southgate Dr.
Billings, MT 59101",bsandau@blm.gov,BLM,Success,Customer added successfully.,
Wilsonart International,Commercial,,,,"Wilsonart International
PO Box 249
Fletcher, NC 28732",joness6@wilsonart.com,Commercial,Success,Customer added successfully.,
USDA FOREST SERVICE,Federal,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,"1206 S Challis Street
Salmon, ID 83467",juliehopkins@fs.fed.us,FS,Success,Customer added successfully.,
BLM Utah State Office,Federal,Dept. of the Interior,BLM,,"440 West 200 South, Suite 500
Salt Lake City, UT 84101",bbeckstrand@blm.gov,BLM,Success,Customer added successfully.,
Valley Ready Mix,Commercial,,,,"2500 W 65th S
Idaho Falls, ID 83402",valleyrready@ida.net,Commercial,Success,Customer added successfully.,
"Western Construction, Inc.",Commercial,,,,"10139 South Federal Way
Boise, ID 83716",arnie@wciboise.com,Commercial,Success,Updated Successfully,
Baker ,Federal,Dept. of Energy,,,"2004 Jennie Lee Drive
Idaho Falls, ID 83404",mvarvel@mbakercorp.com,DOE,Success,Customer added successfully.,
US Army Eng Dist. St. Louis,Federal,Dept. of Defense,Army,,"Fursap Office
8945 Latty Ave
Berkeley, MO 63134-1024",archie.c.riggenberg@usace.army.mil,Army,Success,Updated Successfully,
Federal Mogul Corporation,Commercial,,,,"Federal-Mogul Corporation
1 Grizzly Lane
Smithville, TN 37166",Josh.Smith@federalmogul.com,Commercial,Success,Customer added successfully.,
"Demolition and Excavating Inc., DBA, Northwest Demolition & Dismantling",Federal,Dept. of Defense,Army Corps,,"DBA, Northwest Demolition & Dismantling
P.O. Box 230819
Tigard, OR 97281-0819",Chad Hoffart <office@nwdemolition.com>,Army Corps,Success,Customer added successfully.,
One Stop Environmental,Federal,Dept. of Defense,Army,,"4924 1st Ave North
Birmingham, AL 35222",jamesk@onestopenv.com,Army,Success,Updated Successfully,
"Mitsubishi Polyester Film, LLC",Commercial,,,,"2001 Hood Street, Greer, SC 29650",linda_hice@m-petfilm.com,Commercial,Success,Customer added successfully.,
"USACE, Alaska District",Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK 99506",bradley.a.leavitt@usace.army.mil,Army Corps,Success,Updated Successfully,
Coeur d' Alene Trust,Commercial,,,,,danielsilver@msn.com,Commercial,Success,Updated Successfully,
"TFT, Inc.",Commercial,,,,"TPR Federal-Mogul Tennessee, Inc. 
201 Helton Drive 
Lawrenceburg, TN 38464 
",deborah.russell@tprfmtn.com,Commercial,Success,Customer added successfully.,
Areva,Commercial,,,,,,Commercial,Success,Customer added successfully.,
"Siemens Government Technologies, Inc.",Federal,Dept. of Defense,Army,,"2520 Roland Road
Fairbanks, AK 99709
",ryan.kabat@siemens.com,Army,Success,Customer added successfully.,
LeGrand Johnson Construction Company,Commercial,,,,"LeGrand Johnson Construction Company
1000  S Main Street
Logan, UT 84321-6877",,Commercial,Success,Customer added successfully.,
DOI - National Park Service GTNP,Federal,Dept. of the Interior,NPS,,"IMR - GRTE - Grand Teton National Park
P.O. Drawer 170
Moose, WY 83012-0170",martin_hauch@nps.gov,NPS,Success,Customer added successfully.,
"Hydrogeologic, Inc.",Commercial,,,,"801 Arch Street, Suite 504
Philadelphie, PA 19107",mklein@hgl.com,Commercial,Success,Customer added successfully.,
Idaho Department of Fish & Game,State Government,,,,"600 South Walnut St / PO Box 25
Boise, ID 83707",,State,Fail,Invalid customer type.,
Bonneville County,County Government,,,,"605 N. Capital Ave.
Idaho Falls, ID 83402",srounds@co.bonneville.id.us,County,Fail,Invalid customer type.,
"CareCam Innovations, LLC",Commercial,,,,"16 Hyland Road, Greenville, SC 29615",hal.rosenbluth@carecaminnovations.com,Commercial,Success,Customer added successfully.,
BLM Utah,Federal,Dept. of the Interior,BLM,,"BLM UT-State OFC ADM SVCS BR(UT952)
440 West 200 South, Suite 500
Salt Lake City UT 84101",jgoss@blm.gov,BLM,Success,Updated Successfully,
GE Aviation Greenville Airfoils Facility,Commercial,,,,"119 Matrix Parkway, Piedmont, SC 29673",kevin.glenn@ge.com,Commercial,Success,Customer added successfully.,
DOE NE,Federal,Dept. of Energy,,,,gravelap@id.doe.gov,DOE,Success,Updated Successfully,
"Apex Envirinmental Management, Inc.",Commercial,,,,"7 Winchester Court, Mauldin, SC 29662",rshultz@apex-ehs.com,Commercial,Success,Customer added successfully.,
Able Clean Technologies,Commercial,,,,,,Commercial,Success,Customer added successfully.,
ITD,State Government,,,,,,State,Fail,Invalid customer type.,
Mettler & Associates,Commercial,,,,,,Commercial,Success,Updated Successfully,
Confederated Tribes of the Colville Reservation,Commercial,,,,P O Box 150
Nespelem WA 99155,,Commercial,Success,Customer added successfully.,
US Army,Federal,Dept. of Defense,Army,,Regional Contracting Office - Fort Wainwright
PO Box 35510
1064 Apple ST
Fort Wainwright AK 99703-0510,john.quarlesjr@us.army.mil,Army,Success,Updated Successfully,
BLM Idaho,Federal,Dept. of the Interior,BLM,,,dbarker@blm.gov,BLM,Success,Updated Successfully,
AFCEC,Federal,Dept. of Defense,Air Force,,"772 ESS/PKB - 2261 Hughes Ave, Suite 163
Lackland AFB, TX 78236-9853",rosalinda.sparks@us.af.mil,Air Force,Success,Customer added successfully.,
U S Army Yuma Proving Ground,Federal,Dept. of Defense,Army,,,samuel.colton@us.army.mil,Army,Success,Customer added successfully.,
BLM,Federal,Dept. of the Interior,BLM,,BLM ID-Fire&AV Twin Falls
400 W F Street
Shoshone ID 83352,,BLM,Success,Updated Successfully,
Intermountain Gas Company,Commercial,,,,"555 South Cole Road
P.O. Box 7608
Boise, ID 83707",russ.nishikawa@intgas.com,Commercial,Success,Customer added successfully.,
HDR,Commercial,,,,"5990 Greenwood Plaza Blvd. #200
Greenwood Village, CO 80111",lauren.davis@hdrinc.com,Commercial,Success,Customer added successfully.,
Idaho Treatment Group,Federal,Dept. of Energy,,,"Idaho Treatment Group, LLC, 850 Energy Drive, Suite 100, Idaho Falls, ID  83401",keri.brashier@amwtp.inl.gov,DOE,Success,Updated Successfully,
QEP Field Services Co.,Commercial,,,,170 S Main St. Suite 300,ann.harding@qepres.com,Commercial,Success,Updated Successfully,
South Carolina DOT,State Government,,,,"955 Part Street, Room 323, Columbia, SC 29202",tsiantisls@scdot.org,State,Fail,Invalid customer type.,
One Stop Environmental,Federal,Dept. of Defense,Army,,"4924 1st Ave North
Birmingham, AL 35222",jamesk@onestopenv.com,Army,Success,Updated Successfully,
CDA Trust,Commercial,,,,,danielsilver@msn.com,Commercial,Success,Updated Successfully,
Snake River Animal Shelter,Non-Profit Agency,,,,,,NonProfit,Fail,Invalid customer type.,
"Agrium US, Inc.",Commercial,,,,,mhilton@agrium.com,Commercial,Success,Updated Successfully,
"C-M Environmental Group, Inc.",Commercial,,,,"62 Beaver Run Rd.
Pinedale, WY 82941",bmecham@c-meg.com,Commercial,Success,Customer added successfully.,
Idaho Department of Fish & Game,State Government,,,,"600 S Walnut St
Boise, ID 83707",,State,Fail,Invalid customer type.,
"Areva Enrichment Services Operations, LLC",Commercial,,,,"4800 Hampden, Suite 1000
Bethesda, MD 20814",barry.tilden@areva.com,Commercial,Success,Updated Successfully,
Idaho Treatment Group,Federal,Dept. of Energy,,,"850 Energy Dr., Suite 100
Idaho Falls, ID 83401-1502",keri.brashier@amwtp.inl.gov,DOE,Success,Updated Successfully,
AFCEC,Federal,Dept. of Defense,Air Force,,"2261 Hughes Ave Ste 163, Lackland AFB, TX 78236-9853",gregorio.armand@us.af.mil,Air Force,Success,Updated Successfully,
Bureau of Reclamation - Colorado,Federal,Dept. of the Interior,BOR,,"PO Box 25007, 84-27810
Denver, CO  80225-0007",telliott@usbr.gov,BOR,Success,Updated Successfully,
Citizens Community Bank,Commercial,,,,"Citizens Community Bank
P.O. Box 1689
Pocatello, ID 83204",odevaud@ccb-idaho.com,Commercial,Success,Updated Successfully,
AVISTA Corporation,Federal,Dept. of Defense,Army Corps,,"PO Box 3727
Spokane, WA 99220-3727",deb.mortlock@avistacorp.com,Army Corps,Success,Customer added successfully.,
BLM UT State,Federal,Dept. of the Interior,BLM,,"BLM UT-State OFC ADM SVCS BR
440 West 200 South, Suite 500
Salt Lake City UT 84101",jgoss@blm.gov,BLM,Success,Customer added successfully.,
Idaho DEQ,State Government,,,,"1410 North Hilton, Boise, ID 83706",marcia.todd@deq.idaho.gov,State,Fail,Invalid customer type.,
Federal High Administration,Federal,Dept. of Transportation,FHWA,,"12300 West Dakota Avenue
Lakewood, CO 80228",cflcontracts@dot.gov,FHWA,Success,Customer added successfully.,
Federal Highway Administration,Federal,Dept. of Transportation,FHWA,,"FHA
12300 W. Dakota Ave, Suite 360
Lakewood, CO 80228",,FHWA,Success,Customer added successfully.,
Federal Highway Administration,Federal,Dept. of Transportation,FAA,,"FHA
12300 W. Dakota Ave, Suite 360
Lakewood, CO 80228",,FAA,Success,Updated Successfully,
Encana,Commercial,,,,"370 17th St, Suite 1700
Denver, CO  80202",kris.macneal@encana.com,Commercial,Success,Updated Successfully,
Encana,Commercial,,,,"370 17th St, Suite 1700
Denver, CO 80202",kris.macneal@encana.com,Commercial,Success,Updated Successfully,
"CH2M-WG Idaho, LLC (CWI)",Federal,Dept. of Energy,,,,anita.conley@icp.doe.gov,DOE,Success,Customer added successfully.,
Rauser Co. LLC,Commercial,,,,"2014 Stuart St.
Helena Mt, 59601",ritchr406@aol.com,Commercial,Success,Customer added successfully.,
IDEQ,State Government,,,,,,State,Fail,Invalid customer type.,
BLM NV-State,Federal,Dept. of the Interior,BLM,,BLM NV
1340 Financial Blvd
Reno NV 89502,mrodriqu@blm.gov,BLM,Success,Customer added successfully.,
Baker,Commercial,,,,Baker
20004 Jennie Lee Drive
Idaho Falls ID 83404,jhurst@mbakercorp.com,Commercial,Success,Updated Successfully,
Baker,Federal,Dept. of Energy,,,,,DOE,Success,Updated Successfully,
Wilsonart International,Commercial,,,,"Wilsonart LLC
80 L.A. White Dr.
Fletcher, NC, 29732",joness6@wilsonart.com,Commercial,Success,Updated Successfully,
QEP Field Services Co.,Commercial,,,,"170 S Main St., Suite 300
SLC, UT 84101",ann.harding@qepres.com,Commercial,Success,Updated Successfully,
Coeur d'Alene Trust,Commercial,,,,"6060 Columbia Street NW, Suite 2020, Olympia, WA 98501",danielsilver@msn.com,Commercial,Success,Updated Successfully,
Motley Rice Law Firm,Commercial,,,,,,Commercial,Success,Updated Successfully,
Federal-Mogul Corporation,Commercial,,,,"Federal Mogul Orangeburg Friction Products, 2084 Rowesville Road Hwy 21, Orangeburg, SC  29115-2846",ray.wardlaw@federalmogul.com,Commercial,Success,Updated Successfully,
BLM,Federal,Dept. of the Interior,BLM,,BLM Denver Federal Center,jwilczynski@blm.gov,BLM,Success,Updated Successfully,
GE Gas Turbines,Commercial,,,,"300 Garlington Road
Greenville, SC  29602-0648",william.hyde@ge.com,Commercial,Success,Updated Successfully,
Mettler & Associates,Commercial,,,,"Mettler & Associates
P.O. Box 2186
Cody, WY 82414",,Commercial,Success,Updated Successfully,
Prince Gas Company,Commercial,,,,"202 Rose Lane
Landrum, SC 29356",steveprince1102@yahoo.com,Commercial,Success,Customer added successfully.,
"Maul Foster & Alongi, Inc.",Commercial,,,,,ahughes@maulfoster.com,Commercial,Success,Customer added successfully.,
DOD Army USACE,Federal,Dept. of Defense,Army Corps,,"100 W. Oglethorpe Avenue, Savannah, GA 31401-3640",david.j.lione@usace.army.mil,Army Corps,Success,Customer added successfully.,
DOE Idaho,Federal,Dept. of Energy,,,,gravelap@id.doe.gov,DOE,Success,Updated Successfully,
"John M Willey construction, Inc.",Commercial,,,,,j.willeyconstruction@yahoo.com,Commercial,Success,Customer added successfully.,
PNNL,Federal,Dept. of Energy,,,"Battelle Memorial Institute, Pacific Northwest Division
902 Battelle Boulevard, J2-05
P.O. Box 999
Richland, WA 99353-0999",Joanne.smith@pnnl.gov,DOE,Success,Customer added successfully.,
Robert Bosch LLC,Commercial,,,,"Indirect receiving Bldg 101, 4421 Hwy 81 North, Anderson , SC 29621",aiianna.gailey@us.bosch.com,Commercial,Success,Updated Successfully,
"T-O Engineers, Inc.",Commercial,,,,"T-O Engineers, Inc.
9777 Chinden Blvd
Boise, ID 83714",,Commercial,Success,Customer added successfully.,
DOE,Federal,Dept. of Energy,,,,gravelap@id.doe.gov,DOE,Success,Updated Successfully,
US Army Yuma Proving Ground,Federal,Dept. of Defense,Army,,,samuel.colton@us.army.mil,Army,Success,Updated Successfully,
"USACE, St. Louis District",Federal,Dept. of Defense,Army Corps,,"USACE, St. Louis District
Contracting Division
1222 Spruce Street, RM 4.207
ST Louis, MO 63103-2833",judith.a.kibler@usace.army.mil,Army Corps,Success,Customer added successfully.,
BLM,Federal,Dept. of the Interior,BLM,,,,BLM,Success,Updated Successfully,
WSMR,Federal,Dept. of Defense,Army Corps,,"1645 South 101 East Ave.
Tulsa, OK 74128-4609",robert.e.reed@usace.army.mil,Army Corps,Success,Customer added successfully.,
"USACE, Omaha",Federal,Dept. of Defense,Army Corps,,"1616 Capitol Ave
Omaha, NE  68102-4901",loreen.k.blume@usace.army.mil,Army Corps,Success,Customer added successfully.,
USACE Savannah District,Federal,Dept. of Defense,Army Corps,,"100 W. Oglethorpe Avenue, Savannah, GA 31041-3640",addison.g.layfield@usace.army.mil,Army Corps,Success,Updated Successfully,
"USACE, Omaha",Federal,Dept. of Defense,Army Corps,,"1616 Caoutik Ave,
Omaha, NE  68102-4901",leigh.a.lucas@usace.army.mil,Army Corps,Success,Updated Successfully,
USDA Forest Service - Rocky Mtn,Federal,Dept. of Agriculture,Forest Service,,"US Forest Service - Rocky Mtn Region
740 Simms St.
Golden, CO 80401-4720",mmartinez02@fs.fed.us,FS,Success,Customer added successfully.,
Idaho BLM,Federal,Dept. of the Interior,BLM,,"1206 Challis Street, Salmon, ID 83467",slnagel@blm.gov,BLM,Success,Customer added successfully.,
Bechtel Marine Propulsion Corporation,Federal,Dept. of Defense,Navy,,"PO Box 20008
Idaho Falls, ID 83403-2008",jesse.havens.contractor@unnpp.gov,Navy,Success,Updated Successfully,
ITD,State Government,,,,tbd,scott.redding@itd.idaho.gov,State,Fail,Invalid customer type.,
Weyers Consulting,Commercial,,,,"1707 N Linda Vista Lane, Suite 203
Boise, ID  83704",wyers@ruralnetwork.net,Commercial,Success,Customer added successfully.,
"US Army Engineer District, Albuquerque",Federal,Dept. of Defense,Army,,,,Army,Success,Customer added successfully.,
Merrick and Company,Federal,Dept. of Defense,Air Force,,"Merrick and Company
5970 Greenwood Plaza Blvd.
5970 Greenwood Village, Colorado 80111",lucas.souhrada@merrick.com,Air Force,Success,Customer added successfully.,
Merrick & Company,General Services Administration,,,,"Merrick & Company, Inc.
5970 Greenwood Plaza Blvd.
Greenwood Village, Colorado  80111
",ruben.cruz@merrick.com,GSA,Fail,Invalid customer type.,
